BacDive ID,Species,Genus,Family,Order,Class,Phylum,Domain,NCBI taxonomy ID,Cell shape,Cell length min (μm),Cell length max (μm),Cell width min (μm),Cell width max (μm),Cell volume min (μm³),Cell volume max (μm³),Average cell volume (μm³)
22906,Paenalcaligenes hominis,Paenalcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,643674,rod-shaped,1.65,1.65,0.5,0.5,0.29,0.29,0.29
7592,Paenarthrobacter nitroguajacolicus,Paenarthrobacter,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,211146,rod-shaped,2.5,2.5,0.8,0.8,1.12,1.12,1.12
133094,Paenibacillus aceris,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,869555,rod-shaped,2,2.5,0.2,0.4,0.06,0.3,0.18
140618,Paenibacillus aceti,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1820010,rod-shaped,1,8.5,0.2,0.3,0.03,0.59,0.31
158574,Paenibacillus albidus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,4,4.5,0.8,1,1.88,3.27,2.575
11584,Paenibacillus alkaliterrae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,320909,rod-shaped,2.25,2.25,0.45,0.45,0.33,0.33,0.33
11575,Paenibacillus anaericanus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,170367,rod-shaped,3.5,3.5,0.75,0.75,1.44,1.44,1.44
166335,Paenibacillus anseongense,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2755557,rod-shaped,1.8,3.8,0.8,1.2,0.77,3.85,2.31
134087,Paenibacillus antarcticus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,253703,rod-shaped,2.5,2.5,0.7,0.7,0.87,0.87,0.87
167512,Paenibacillus antri,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Bacillota,Bacteria,2582848,rod-shaped,2.8,2.8,0.5,0.5,0.52,0.52,0.52
140474,Paenibacillus apis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1792174,rod-shaped,1,3,0.5,0.6,0.16,0.79,0.475
140521,Paenibacillus arachidis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1500780,rod-shaped,1.4,1.7,0.5,0.7,0.24,0.56,0.4
158293,Paenibacillus arcticus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1682150,rod-shaped,1.7,2.5,0.6,0.8,0.42,1.12,0.77
11599,Paenibacillus assamensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,311244,rod-shaped,1.75,1.75,0.55,0.55,0.37,0.37,0.37
140714,Paenibacillus aurantiacus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,2.1,3.7,0.6,0.9,0.54,2.16,1.35
141156,Paenibacillus azotifigens,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,2047734,rod-shaped,1.5,3,0.5,1.2,0.26,2.94,1.6
140850,Paenibacillus baekrokdamisoli,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,2.4,3.3,0.9,1.5,1.34,4.95,3.145
11585,Paenibacillus barcinonensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,198119,rod-shaped,3,3,0.75,0.75,1.21,1.21,1.21
11612,Paenibacillus barengoltzii,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,343517,rod-shaped,3,5,0.5,0.8,0.56,2.38,1.47
132451,Paenibacillus bovis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1616788,rod-shaped,1.8,6.9,0.6,1.2,0.45,7.35,3.9
23182,Paenibacillus catalpae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1045775,rod-shaped,1.8,1.8,0.65,0.65,0.53,0.53,0.53
140900,Paenibacillus cathormii,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,1.5,3,0.4,0.6,0.17,0.79,0.48
132384,Paenibacillus cavernae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1660197,rod-shaped,2.7,3.2,0.9,1.1,1.53,2.69,2.11
24285,Paenibacillus chartarius,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,747481,rod-shaped,2.5,2.5,0.9,0.9,1.4,1.4,1.4
24282,Paenibacillus chungangensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,696535,rod-shaped,1.2,1.2,0.3,0.3,0.08,0.08,0.08
11582,Paenibacillus cineris,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,237530,rod-shaped,3.25,3.25,0.8,0.8,1.5,1.5,1.5
132589,Paenibacillus cisolokensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1658519,rod-shaped,0.8,9,2,2.4,0.42,37.1,18.76
133429,Paenibacillus contaminans,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,450362,rod-shaped,2.5,2.5,0.9,0.9,1.4,1.4,1.4
11581,Paenibacillus cookii,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,157839,rod-shaped,3.25,3.25,0.7,0.7,1.16,1.16,1.16
158760,Paenibacillus crassostreae,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,1.3,2.5,0.5,0.8,0.22,1.12,0.67
132572,Paenibacillus cucumis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1776858,rod-shaped,2,3,0.8,1,0.87,2.09,1.48
11607,Paenibacillus elgii,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,189691,rod-shaped,4,4,0.9,0.9,2.35,2.35,2.35
158407,Paenibacillus elymi,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,2259011,rod-shaped,2,2.7,0.5,0.6,0.36,0.71,0.535
134004,Paenibacillus endophyticus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1294268,rod-shaped,2.7,2.7,0.8,0.8,1.22,1.22,1.22
159854,Paenibacillus esterisolvens,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1644124,rod-shaped,2,3,0.7,1,0.68,2.09,1.385
132397,Paenibacillus etheri,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1306852,rod-shaped,3.2,3.2,0.6,0.6,0.85,0.85,0.85
133092,Paenibacillus eucommiae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1355755,rod-shaped,2,4,0.8,1,0.87,2.88,1.875
11588,Paenibacillus favisporus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,221028,rod-shaped,2,3,0.5,0.7,0.36,1.06,0.71
166418,Paenibacillus flagellatus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2211139,rod-shaped,1.3,2.8,0.4,0.8,0.15,1.27,0.71
11625,Paenibacillus fonticola,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,379896,rod-shaped,2,12.4,0.8,1,0.87,9.48,5.175
11628,Paenibacillus forsythiae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,365616,rod-shaped,2.3,2.3,0.45,0.45,0.34,0.34,0.34
11603,Paenibacillus ginsengarvi,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,400777,rod-shaped,1.5,3,0.3,0.5,0.1,0.56,0.33
11632,Paenibacillus ginsengihumi,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1122919,rod-shaped,2.75,2.75,0.65,0.65,0.84,0.84,0.84
11648,Paenibacillus glacialis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,494026,rod-shaped,2.2,2.2,0.5,0.5,0.4,0.4,0.4
11635,Paenibacillus harenae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,306543,rod-shaped,3,3,1,1,2.09,2.09,2.09
133207,Paenibacillus hispanicus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1851510,rod-shaped,2.5,2.9,0.6,1,0.65,2.02,1.335
11608,Paenibacillus hodogayensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,279208,rod-shaped,2.55,2.55,1.5,1.5,3.62,3.62,3.62
11616,Paenibacillus humicus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,412861,rod-shaped,2,2,0.5,0.5,0.36,0.36,0.36
11647,Paenibacillus hunanensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,539262,rod-shaped,2.55,2.55,0.85,0.85,1.29,1.29,1.29
140475,Paenibacillus intestini,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1792175,rod-shaped,1,4,0.5,0.6,0.16,1.07,0.615
140318,Paenibacillus konkukensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,2020716,rod-shaped,1.5,2.5,0.5,1,0.26,1.7,0.98
11633,Paenibacillus konsidensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,479474,rod-shaped,2,3.5,0.5,0.5,0.36,0.65,0.505
11563,Paenibacillus lactis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,228574,rod-shaped,4.5,4.5,0.75,0.75,1.88,1.88,1.88
140459,Paenibacillus lacus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1615953,rod-shaped,3,4,0.5,1,0.56,2.88,1.72
140644,Paenibacillus liaoningensis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1473182,rod-shaped,1.9,4.3,0.5,0.8,0.34,2.03,1.185
158601,Paenibacillus limicola,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,1.8,2.8,0.5,0.8,0.32,1.27,0.795
166183,Paenibacillus luteus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2545753,rod-shaped,2,4,1.5,2,2.65,10.47,6.56
166348,Paenibacillus lycopersici,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2704462,rod-shaped,2.5,4,0.7,0.9,0.87,2.35,1.61
132390,Paenibacillus marchantiophytorum,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1619310,rod-shaped,2.3,3.6,0.4,0.6,0.27,0.96,0.615
11579,Paenibacillus massiliensis subsp. massiliensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,225917,rod-shaped,3,3,0.5,0.5,0.56,0.56,0.56
11615,Paenibacillus massiliensis subsp. panacisoli,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,363858,rod-shaped,2,5,0.4,0.6,0.23,1.36,0.795
168539,Paenibacillus mesophilus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Bacillota,Bacteria,2582849,rod-shaped,2.5,3,1,1.2,1.7,2.94,2.32
133206,Paenibacillus methanolicus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,582686,rod-shaped,2.2,3.2,0.7,0.9,0.76,1.84,1.3
158786,Paenibacillus mobilis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,2.5,3.2,0.7,0.8,0.87,1.47,1.17
159846,Paenibacillus montanisoli,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2081970,rod-shaped,1.9,2.4,0.8,0.9,0.82,1.34,1.08
134375,Paenibacillus montaniterrae,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,429342,rod-shaped,6.5,6.5,0.65,0.65,2.09,2.09,2.09
11598,Paenibacillus motobuensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,295324,rod-shaped,2,2,0.8,0.8,0.87,0.87,0.87
11636,Paenibacillus nanensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,393251,rod-shaped,3,8,1,1.2,2.09,8.6,5.345
140932,Paenibacillus nasutitermitis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,2.2,3.5,0.5,0.7,0.4,1.26,0.83
133784,Paenibacillus oceanisediminis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1356243,rod-shaped,1.65,1.65,0.4,0.4,0.19,0.19,0.19
164567,Paenibacillus oralis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2490856,rod-shaped,2.72,7.24,0.42,0.46,0.36,1.18,0.77
133265,Paenibacillus oryzae,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1844972,rod-shaped,1,2.5,0.5,0.75,0.16,0.99,0.575
159376,Paenibacillus ottowii,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2315729,rod-shaped,3,6,0.6,0.8,0.79,2.88,1.835
159805,Paenibacillus paeoniae,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2292705,rod-shaped,2,9,0.7,1.2,0.68,9.73,5.205
11610,Paenibacillus pasadenensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,217090,rod-shaped,3,5,0.5,0.8,0.56,2.38,1.47
24280,Paenibacillus pectinilyticus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,512399,rod-shaped,2.5,2.5,0.6,0.6,0.65,0.65,0.65
140866,Paenibacillus periandrae,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,3.3,4.8,0.9,1,1.91,3.51,2.71
11589,Paenibacillus phyllosphaerae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,274593,rod-shaped,2.25,2.25,1.25,1.25,2.25,2.25,2.25
166105,Paenibacillus pinistramenti,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1768003,rod-shaped,6,7,1,1.2,4.45,7.46,5.955
11646,Paenibacillus pocheonensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,363860,rod-shaped,4.5,4.5,0.75,0.75,1.88,1.88,1.88
140554,Paenibacillus polysaccharolyticus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,582692,rod-shaped,2.7,3.8,0.5,0.8,0.5,1.78,1.14
11631,Paenibacillus provencensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,441151,rod-shaped,3.05,3.05,0.95,0.95,1.94,1.94,1.94
11639,Paenibacillus pueri,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,512397,rod-shaped,3,3,0.65,0.65,0.92,0.92,0.92
24283,Paenibacillus puldeungensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,696536,rod-shaped,1.05,1.05,0.35,0.35,0.09,0.09,0.09
133371,Paenibacillus qinlingensis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1837343,rod-shaped,2,3,0.8,1,0.87,2.09,1.48
140933,Paenibacillus radicis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,3.8,4.4,0.8,1.3,1.78,5.27,3.525
11651,Paenibacillus residui,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,629724,rod-shaped,1.4,1.6,0.5,0.5,0.24,0.28,0.26
159374,Paenibacillus rhizophilus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1850366,rod-shaped,3,5,0.5,0.6,0.56,1.36,0.96
11587,Paenibacillus rhizosphaerae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,297318,rod-shaped,3.05,3.05,0.95,0.95,1.94,1.94,1.94
166349,Paenibacillus rhizovicinus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2704463,rod-shaped,2.5,3.5,0.7,1,0.87,2.49,1.68
133620,Paenibacillus rigui,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,554312,rod-shaped,3.5,3.5,0.5,0.5,0.65,0.65,0.65
11620,Paenibacillus sabinae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,365617,rod-shaped,2.95,2.95,0.75,0.75,1.19,1.19,1.19
11578,Paenibacillus sanguinis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,225906,rod-shaped,2.5,2.5,0.5,0.5,0.46,0.46,0.46
11660,Paenibacillus sediminis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,664909,rod-shaped,6,6,0.5,0.5,1.15,1.15,1.15
132619,Paenibacillus segetis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1325360,rod-shaped,1.2,3.5,0.5,1,0.2,2.49,1.345
134374,Paenibacillus septentrionalis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,429341,rod-shaped,7,7,0.65,0.65,2.25,2.25,2.25
158769,Paenibacillus shunpengii,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,0.8,1.2,0.4,0.6,0.08,0.28,0.18
134373,Paenibacillus siamensis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,429340,rod-shaped,7.5,7.5,0.65,0.65,2.42,2.42,2.42
132640,Paenibacillus silagei,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1670801,rod-shaped,3,10,0.7,0.9,1.06,6.17,3.615
133090,Paenibacillus silvae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1325358,rod-shaped,1.3,3.5,0.4,1,0.15,2.49,1.32
133264,Paenibacillus sinopodophylli,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1837342,rod-shaped,2,3.1,0.6,0.9,0.51,1.78,1.145
141158,Paenibacillus solanacearum,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,2,5,0.9,1.4,1.08,6.98,4.03
133010,Paenibacillus solani,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1705565,rod-shaped,1.6,3.3,0.4,0.7,0.18,1.18,0.68
11621,Paenibacillus soli,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,361876,rod-shaped,1.15,1.15,0.55,0.55,0.23,0.23,0.23
133511,Paenibacillus sonchi,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1173684,rod-shaped,5,5,0.5,0.5,0.95,0.95,0.95
24281,Paenibacillus sonchi,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1073571,rod-shaped,4.15,4.15,0.72,0.72,1.59,1.59,1.59
11656,Paenibacillus sophorae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,682957,rod-shaped,2.25,2.25,0.45,0.45,0.33,0.33,0.33
11650,Paenibacillus sputi,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,646095,rod-shaped,2,3,0.5,0.6,0.36,0.79,0.575
11626,Paenibacillus taichungensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,484184,rod-shaped,1.8,6.8,0.9,1.4,0.95,9.75,5.35
134006,Paenibacillus taihuensis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1156355,rod-shaped,3,3,1.15,1.15,2.72,2.72,2.72
11604,Paenibacillus taiwanensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,401638,rod-shaped,2.5,6.8,0.7,0.9,0.87,4.14,2.505
11624,Paenibacillus tarimensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,416012,rod-shaped,3,6,0.5,0.8,0.56,2.88,1.72
132363,Paenibacillus terreus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1387834,rod-shaped,3.6,4.5,0.8,0.9,1.68,2.67,2.175
11637,Paenibacillus thailandensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,393250,rod-shaped,4,12,0.8,1.2,1.88,13.12,7.5
164504,Paenibacillus thalictri,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2527873,rod-shaped,NA,NA,0.5,1.2,,,
24287,Paenibacillus thermoaerophilus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1215385,rod-shaped,4,4,0.7,0.7,1.45,1.45,1.45
11657,Paenibacillus tianmuensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,624147,rod-shaped,5.25,5.25,1.125,1.125,4.85,4.85,4.85
11580,Paenibacillus timonensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1205673,rod-shaped,2,2,0.5,0.5,0.36,0.36,0.36
158699,Paenibacillus translucens,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,2,2,0.4,0.4,0.23,0.23,0.23
140529,Paenibacillus tritici,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,2.5,2.9,0.6,0.9,0.65,1.65,1.15
23180,Paenibacillus typhae,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1174501,rod-shaped,6.25,6.25,0.4,0.4,0.77,0.77,0.77
11630,Paenibacillus urinalis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1204727,rod-shaped,3.2,3.2,1,1,2.25,2.25,2.25
11629,Paenibacillus woosongensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,307580,rod-shaped,3.75,3.75,0.6,0.6,1,1,1
11601,Paenibacillus wynnii,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,268407,rod-shaped,4,4,0.6,0.6,1.07,1.07,1.07
158762,Paenibacillus xanthanilyticus,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,2.5,7,0.5,0.8,0.46,3.38,1.92
830,Paenibacillus xerothermodurans,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1977292,rod-shaped,2.25,2.75,0.7,1.04,0.78,2.04,1.41
11586,Paenibacillus xylanilyticus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,248903,rod-shaped,3.95,3.95,1.525,1.525,6.29,6.29,6.29
11655,Paenibacillus xylanisolvens,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,634126,rod-shaped,2.25,2.25,0.6,0.6,0.58,0.58,0.58
159377,Paenibacillus xylanivorans,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1705561,rod-shaped,1.93,2.28,0.65,0.77,0.57,0.94,0.755
158816,Paenibacillus yanchengensis,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,NA,rod-shaped,2.3,4.8,0.8,1.1,1.02,4.21,2.615
11600,Paenibacillus zanthoxyli,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,369399,rod-shaped,4,4.8,0.35,0.4,0.37,0.59,0.48
166455,Paenibacillus zeisoli,Paenibacillus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2496267,rod-shaped,1.9,3.7,0.7,0.9,0.64,2.16,1.4
130420,Paeniglutamicibacter antarcticus,Paeniglutamicibacter,Micrococcaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,494023,rod-shaped,1.5,2.2,0.2,0.3,0.05,0.15,0.1
166228,Paenimaribius caenipelagi,Paenimaribius,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,2489174,rod-shaped,0.5,10,0.5,1,0.07,7.59,3.83
11998,Paenisporosarcina antarctica,Paenisporosarcina,Caryophanaceae,Bacillales,Bacilli,Firmicutes,Bacteria,417367,rod-shaped,1.1,2.6,0.3,0.6,0.07,0.68,0.375
24335,Paenisporosarcina indica,Paenisporosarcina,Planococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,650093,rod-shaped,2.5,2.5,0.5,0.5,0.46,0.46,0.46
13826,Palleronia marisminoris,Palleronia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,315423,rod-shaped,2.25,2.25,0.875,0.875,1.18,1.18,1.18
12496,Paludibacter propionicigenes,Paludibacter,Paludibacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,185300,rod-shaped,1.3,1.7,0.5,0.6,0.22,0.42,0.32
140824,Paludibacterium purpuratum,Paludibacterium,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,NA,rod-shaped,1.8,2.5,0.5,0.7,0.32,0.87,0.595
10525,Paludibacterium yongneupense,Paludibacterium,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria,400061,rod-shaped,3,3,0.75,0.75,1.21,1.21,1.21
140789,Paludihabitans psychrotolerans,Paludihabitans,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,Bacteria,2038680,rod-shaped,1,3,0.3,0.3,0.06,0.2,0.13
159826,Paludirhabdus pumila,Paludirhabdus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2291846,rod-shaped,2,5,0.5,0.6,0.36,1.36,0.86
159827,Paludirhabdus telluriireducens,Paludirhabdus,Paenibacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,2291845,rod-shaped,2,5,0.5,0.6,0.36,1.36,0.86
