BacDive ID,Species,Genus,Family,Order,Class,Phylum,Domain,NCBI taxonomy ID,Cell shape,LengthMin,LengthMax,WidthMin,WidthMax,VolumeMin,VolumeMax,AvgVolume,GeoMeanVolume,SurfaceArea
140511,Massilia pinisoli,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,1772194,rod-shaped,2,2.5,0.9,1.5,1.081493271,3.534291735,2.307892503,1.955073587,8.162097139
11327,Massilia plicata,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,321984,rod-shaped,2,2.5,0.6,0.7,0.50893801,0.87231556,0.690626785,0.666299141,4.552600273
133173,Massilia psychrophila,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,1603353,rod-shaped,1.2,1.3,0.7,0.8,0.37201693,0.519409985,0.445713458,0.439578557,2.936338946
141141,Massilia putida,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2,2.5,0.8,1.2,0.871268363,2.375044046,1.623156204,1.438506426,6.882884651
167414,Massilia rubra,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,Bacteria,2607910,rod-shaped,3,4,0.8,1.2,1.373923187,4.071504079,2.722713633,2.36514986,10.66291905
140975,Massilia solisilvae,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2.1,2.3,0.4,0.5,0.247138622,0.41887902,0.333008821,0.321747081,3.087723733
11337,Massilia suwonensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,648895,rod-shaped,1.2,3,0.6,0.8,0.282743339,1.373923187,0.828333263,0.623271714,4.129730791
140976,Massilia terrae,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.5,1.7,0.4,0.5,0.171740398,0.301069296,0.236404847,0.227389008,2.243545909
11341,Massilia tieshanensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,796007,rod-shaped,1.6,1.6,0.45,0.45,0.230612536,0.230612536,0.230612536,0.230612536,2.261946711
11333,Massilia varians,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,457921,rod-shaped,2,2,1,1,1.308996939,1.308996939,1.308996939,1.308996939,6.283185307
140929,Massilia violacea,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2,2.6,0.5,0.7,0.359974158,0.91080007,0.635387114,0.572594524,4.238240202
159781,Massilia violaceinigra,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,2045208,rod-shaped,1.1,2.4,0.6,1.2,0.254469005,2.261946711,1.258207858,0.758679991,4.331298194
132911,Massilia yuzhufengensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,1164594,rod-shaped,2.5,2.5,0.85,0.85,1.257847884,1.257847884,1.257847884,1.257847884,6.675884389
4151,Megalodesulfovibrio paquesii,Megalodesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,299072,vibrio-shaped,5,8,1,1,3.665191429,6.021385919,4.843288674,4.697822055,19.86917653
17126,Megamonas funiformis,Megamonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,742816,rod-shaped,7.5,7.5,1,1,5.628686838,5.628686838,5.628686838,5.628686838,23.5619449
140555,Megasphaera hexanoica,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,,coccus-shaped,0.8,1.2,0.5,0.8,0.104719755,0.40212386,0.253421807,0.205207973,1.256637061
17131,Megasphaera paucivorans,Megasphaera,Veillonellaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,349095,coccus-shaped,1.2,1.9,1,1.4,0.628318531,1.94988184,1.289100186,1.106863539,4.398229715
17132,Megasphaera sueciensis,Megasphaera,Veillonellaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,349094,coccus-shaped,1,1.4,0.8,1.2,0.335103216,1.055575132,0.695339174,0.594749209,3.015928947
13652,Meinhardsimonia xiamenensis,Meinhardsimonia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,990712,rod-shaped,4,4,0.5,0.5,0.75267324,0.75267324,0.75267324,0.75267324,6.283185307
133487,Meiothermus cateniformans,Meiothermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria,482825,rod-shaped,1.75,1.75,0.5,0.5,0.310886773,0.310886773,0.310886773,0.310886773,2.748893572
16711,Meiothermus hypogaeus,Meiothermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria,1227553,rod-shaped,1.7,10,0.4,0.4,0.19687314,1.239881901,0.71837752,0.494064209,5.181247337
140693,Meiothermus luteus,Meiothermus,Thermaceae,Thermales,Deinococci,Deinococcus-Thermus,Bacteria,,rod-shaped,3.3,5.3,0.2,0.3,0.101578162,0.36756634,0.234572251,0.193227103,3.218254629
158578,Melaminivora jejuensis,Melaminivora,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2,3.5,0.5,0.7,0.359974158,1.25716066,0.808567409,0.67271491,4.917370312
24801,Melioribacter roseus,Melioribacter,Melioribacteraceae,"Melioribacteraceae, not assigned to order",Ignavibacteria,Chlorobi,Bacteria,1191523,rod-shaped,0.65,10,0.25,0.35,0.027816185,0.950888101,0.489352143,0.162634803,2.369248299
140896,Membranicola marinus,Membranicola,Saprospiraceae,Saprospirales,Sphingobacteriia,Bacteroidetes,Bacteria,,rod-shaped,3,3.7,0.6,0.7,0.791681349,1.33412968,1.062905514,1.027718631,6.783221633
133518,Meridianimaribacter flavus,Meridianimaribacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,571115,rod-shaped,1.72,1.72,0.425,0.425,0.223906381,0.223906381,0.223906381,0.223906381,2.29650423
24785,Mesoaciditoga lauensis,Mesoaciditoga,Mesoaciditogaceae,"Thermotogae, not assigned to order",Thermotogae,Thermotogae,Bacteria,1150474,rod-shaped,0.9,0.9,0.45,0.45,0.119282346,0.119282346,0.119282346,0.119282346,1.272345025
1250,Mesobacillus jeotgali,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,129985,rod-shaped,4,6,0.8,1.1,1.876578012,5.353535681,3.615056846,3.169594192,14.43766065
22925,Mesobacillus persicus,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,930146,rod-shaped,6,6,0.55,0.55,1.381940793,1.381940793,1.381940793,1.381940793,10.36725576
1255,Mesobacillus selenatarsenatis,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1321606,rod-shaped,4.5,4.5,1,1,3.272492347,3.272492347,3.272492347,3.272492347,14.13716694
140266,Mesobacillus zeae,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1917180,rod-shaped,3.5,3.5,1,1,2.487094184,2.487094184,2.487094184,2.487094184,10.99557429
5616,Mesonia algae,Mesonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,213248,rod-shaped,1.6,2.3,0.4,0.5,0.184306769,0.41887902,0.301592895,0.277852909,2.695186235
140348,Mesonia maritima,Mesonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1793873,rod-shaped,0.8,1.8,0.5,0.7,0.124354709,0.60292399,0.36363935,0.273818256,2.230309534
5617,Mesonia mobilis,Mesonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1122226,rod-shaped,1,2.1,0.4,0.5,0.108908545,0.379609112,0.244258829,0.203328985,2.035984737
133729,Mesonia ostreae,Mesonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,861110,rod-shaped,2.5,2.5,0.5,0.5,0.458148929,0.458148929,0.458148929,0.458148929,3.926990817
5618,Mesonia phycicola,Mesonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,579105,rod-shaped,2.3,2.3,1.1,1.1,1.837308104,1.837308104,1.837308104,1.837308104,7.948229414
132147,Mesorhizobium abyssinicae,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1209958,rod-shaped,2.61,2.61,0.33,0.33,0.21382465,0.21382465,0.21382465,0.21382465,2.705853753
11894,Mesorhizobium albiziae,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,335020,rod-shaped,1,3,0.3,0.5,0.063617251,0.556323699,0.309970475,0.188127044,2.107444419
166307,Mesorhizobium alexandrii,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1871066,rod-shaped,0.8,1.5,0.4,0.5,0.083775804,0.261799388,0.172787596,0.148096098,1.539059796
133553,Mesorhizobium alhagi,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1107882,rod-shaped,1.4,1.4,0.6,0.6,0.339292007,0.339292007,0.339292007,0.339292007,2.638937829
141121,Mesorhizobium calcicola,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2,2,1,1,1.308996939,1.308996939,1.308996939,1.308996939,6.283185307
134371,Mesorhizobium caraganae,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,483206,rod-shaped,2,3,0.5,0.5,0.359974158,0.556323699,0.458148929,0.447506598,3.84764949
134239,Mesorhizobium ciceri,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1,1,0.5,0.5,0.163624617,0.163624617,0.163624617,0.163624617,1.570796327
159849,Mesorhizobium ephedrae,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1871066,rod-shaped,0.9,2,0.4,0.6,0.096342175,0.50893801,0.302640092,0.221432145,2.064865395
134078,Mesorhizobium gobiense,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,410756,rod-shaped,1,3,0.3,0.6,0.063617251,0.791681349,0.4276493,0.224420568,2.308589694
130531,Mesorhizobium hawassense,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1209954,rod-shaped,2.7,2.7,0.3,0.3,0.18378317,0.18378317,0.18378317,0.18378317,2.544690049
140544,Mesorhizobium helmanticense,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.5,3,0.3,0.5,0.098960169,0.556323699,0.327641934,0.234635647,2.581081744
141122,Mesorhizobium kowhaii,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.5,2,1,1,0.916297857,1.308996939,1.112647398,1.095185414,5.441398093
130530,Mesorhizobium muleiense,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1004279,rod-shaped,1.65,1.65,0.53,0.53,0.32504436,0.32504436,0.32504436,0.32504436,2.747322776
141124,Mesorhizobium newzealandense,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.5,2.5,0.6,0.7,0.36756634,0.87231556,0.61994095,0.566245387,3.942667489
140989,Mesorhizobium oceanicum,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,oval-shaped,0.8,1,0.4,0.6,0.067020643,0.188495559,0.127758101,0.112397036,0.753982237
130532,Mesorhizobium qingshengii,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1165689,rod-shaped,1.435,1.435,0.45,0.45,0.20437042,0.20437042,0.20437042,0.20437042,2.028683456
166334,Mesorhizobium rhizophilum,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1827501,rod-shaped,0.5,1.2,0.4,0.5,0.046076692,0.202894526,0.124485609,0.09668872,1.088279619
130527,Mesorhizobium robiniae,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,559315,rod-shaped,1,2.5,0.3,0.6,0.063617251,0.650309679,0.356963465,0.203398413,2.107444419
130533,Mesorhizobium sangaii,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,505389,rod-shaped,2,2,0.45,0.45,0.294229787,0.294229787,0.294229787,0.294229787,2.827433388
133222,Mesorhizobium sediminum,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.5,2,0.3,0.6,0.098960169,0.50893801,0.303949089,0.224420568,2.308589694
11895,Mesorhizobium shangrilense,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,460060,rod-shaped,2,2,0.45,0.45,0.294229787,0.294229787,0.294229787,0.294229787,2.827433388
132148,Mesorhizobium shonense,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1209948,rod-shaped,2.59,2.59,0.34,0.34,0.224861589,0.224861589,0.224861589,0.224861589,2.766486491
130529,Mesorhizobium silamurunense,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,499528,rod-shaped,3.1,3.1,1.5,1.5,4.594579256,4.594579256,4.594579256,4.594579256,14.60840584
141125,Mesorhizobium sophorae,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2,2,1,1,1.308996939,1.308996939,1.308996939,1.308996939,6.283185307
134077,Mesorhizobium tarimense,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,410755,rod-shaped,1,3,0.3,0.6,0.063617251,0.791681349,0.4276493,0.224420568,2.308589694
164554,Mesorhizobium terrae,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,2725666,rod-shaped,1.4,1.4,0.6,0.6,0.339292007,0.339292007,0.339292007,0.339292007,2.638937829
11890,Mesorhizobium thiogangeticum,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,302401,rod-shaped,1.2,1.5,0.2,0.4,0.035604717,0.171740398,0.103672558,0.078196984,1.192150592
141123,Mesorhizobium waitakense,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.5,3,0.5,0.7,0.261799388,1.06473811,0.663268749,0.527965705,3.942667489
158821,Mesorhizobium wenxiniae,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.13,1.13,0.38,0.38,0.113789533,0.113789533,0.113789533,0.113789533,1.348999885
158441,Mesosutterella multiformis,Mesosutterella,Sutterellaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,2259133,rod-shaped,1.7,2.1,0.8,0.8,0.720471915,0.921533845,0.82100288,0.814824677,4.748691624
24816,Mesotoga infera,Mesotoga,Kosmotogaceae,"Kosmotogaceae, not assigned to order",Thermotogae,Thermotogae,Bacteria,1236046,rod-shaped,3,3,1.5,1.5,4.417864669,4.417864669,4.417864669,4.417864669,14.13716694
1296,Metabacillus galliciensis,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,531816,rod-shaped,3,3,1,1,2.094395102,2.094395102,2.094395102,2.094395102,9.424777961
23710,Metabacillus halosaccharovorans,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,930124,rod-shaped,6.5,6.5,0.5,0.5,1.243547092,1.243547092,1.243547092,1.243547092,10.21017612
1233,Metabacillus indicus,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,246786,rod-shaped,3.3,5.3,0.9,1.2,1.908517537,5.541769441,3.725143489,3.252162998,13.65389803
1223,Metabacillus indicus,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,246786,rod-shaped,2.5,2.5,0.7,0.7,0.87231556,0.87231556,0.87231556,0.87231556,5.497787144
140408,Metabacillus iocasae,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,2291674,rod-shaped,2.9,4.5,0.7,1,1.0262536,3.272492347,2.149372974,1.832595715,9.495200693
1228,Metabacillus litoralis,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,152268,rod-shaped,2.5,4.5,0.8,1,1.122595775,3.272492347,2.197544061,1.916686224,9.424777961
1243,Metabacillus niabensis,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria,324854,rod-shaped,2,3,0.5,0.7,0.359974158,1.06473811,0.712356134,0.619094666,4.552600273
23347,Metallibacterium scheffleri,Metallibacterium,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,993689,rod-shaped,1.95,1.95,0.5,0.5,0.350156681,0.350156681,0.350156681,0.350156681,3.063052837
24327,Metaplanococcus flavidus,Metaplanococcus,Caryophanaceae,Bacillales,Bacilli,Firmicutes,Bacteria,569883,coccus-shaped,1,1,0.6,0.6,0.188495559,0.188495559,0.188495559,0.188495559,1.130973355
22933,Metasolibacillus meyeri,Metasolibacillus,Caryophanaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1071052,rod-shaped,6.5,6.5,0.9,0.9,3.944269577,3.944269577,3.944269577,3.944269577,18.37831702
134120,Methylibium petroleiphilum,Methylibium,"Burkholderiales, not assigned to family",Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria,420662,rod-shaped,1,2,0.5,0.5,0.163624617,0.359974158,0.261799388,0.242694528,2.221441469
133349,Methylobacillus methanolivorans,Methylobacillus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria,1848927,rod-shaped,1,2.5,0.4,0.8,0.108908545,1.122595775,0.61575216,0.349657365,2.809925892
7236,Methylobacillus pratensis,Methylobacillus,Methylophilaceae,Methylophilales,Betaproteobacteria,Proteobacteria,Bacteria,233101,rod-shaped,0.9,1.8,0.5,0.7,0.143989663,0.60292399,0.373456827,0.294643551,2.365600494
134145,Methylobacter tundripaludum,Methylobacter,Methylococcaceae,Methylococcales,Gammaproteobacteria,Proteobacteria,Bacteria,697282,rod-shaped,1.9,2.5,0.8,1.3,0.82100288,2.743133985,1.782068433,1.500706801,6.982538632
7180,Methylobacterium adhaesivum,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,333297,rod-shaped,1.5,5,1,1.2,0.916297857,5.202477434,3.059387646,2.18335039,9.424777961
7182,Methylobacterium aerolatum,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,418708,rod-shaped,2.25,2.25,1,1,1.50534648,1.50534648,1.50534648,1.50534648,7.068583471
7176,Methylobacterium aquaticum,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,270351,rod-shaped,6.25,6.25,1.6,1.6,11.49404032,11.49404032,11.49404032,11.49404032,31.41592654
7186,Methylobacterium brachiatum,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,269660,rod-shaped,3.4,3.4,1.1,1.1,2.882673059,2.882673059,2.882673059,2.882673059,11.74955652
24174,Methylobacterium brachythecii,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1176177,rod-shaped,2.5,2.5,1.2,1.2,2.375044046,2.375044046,2.375044046,2.375044046,9.424777961
7197,Methylobacterium cerastii,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,932741,rod-shaped,1.6,5.4,0.8,1.1,0.670206433,4.783336614,2.726771524,1.790481212,8.662596388
159850,Methylobacterium currus,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,2051553,rod-shaped,2.1,5.1,0.8,0.9,0.921533845,3.053628059,1.987580952,1.677504577,8.723903568
158776,Methylobacterium frigidaeris,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2.1,3.4,1.7,1.8,3.480361061,7.125132138,5.3027466,4.979762289,14.68451786
7200,Methylobacterium gnaphalii,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1010610,rod-shaped,1.99,1.99,0.9,0.9,1.075131546,1.075131546,1.075131546,1.075131546,5.626592443
133689,Methylobacterium gossipiicola,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,582675,rod-shaped,1.4,2.2,0.4,0.5,0.159174028,0.399244066,0.279209047,0.252089837,2.465699964
7188,Methylobacterium gregans,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,374424,ovoid-shaped,3.65,3.65,1.4,1.4,3.745825641,3.745825641,3.745825641,3.745825641,6.157521601
24175,Methylobacterium haplocladii,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1176176,rod-shaped,2.5,2.5,1.1,1.1,2.027374459,2.027374459,2.027374459,2.027374459,8.639379797
7175,Methylobacterium hispanicum,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,270350,rod-shaped,2.25,2.25,1.25,1.25,2.249838489,2.249838489,2.249838489,2.249838489,8.835729338
7183,Methylobacterium iners,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,418707,rod-shaped,2,2,1,1,1.308996939,1.308996939,1.308996939,1.308996939,6.283185307
7179,Methylobacterium isbiliense,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,315478,rod-shaped,3.5,3.5,1.15,1.15,3.237247605,3.237247605,3.237247605,3.237247605,12.64491043
134213,Methylobacterium jeotgali,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,381630,rod-shaped,1.3,1.3,0.85,0.85,0.576907676,0.576907676,0.576907676,0.576907676,3.471459882
7190,Methylobacterium komagatae,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1122234,ovoid-shaped,3.6,3.6,1.4,1.4,3.694512961,3.694512961,3.694512961,3.694512961,6.157521601
7193,Methylobacterium marchantiae,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,600331,rod-shaped,2.9,2.9,1.15,1.15,2.614034162,2.614034162,2.614034162,2.614034162,10.4772115
133674,Methylobacterium nodulans,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,460265,rod-shaped,1.25,1.25,0.9,0.9,0.604363887,0.604363887,0.604363887,0.604363887,3.534291735
7181,Methylobacterium oryzae,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,693986,rod-shaped,2.425,2.425,0.7,0.7,0.843452178,0.843452178,0.843452178,0.843452178,5.332853529
166276,Methylobacterium oryzihabitans,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,409,rod-shaped,1,1.8,1.9,3.6,3.591364002,6.107256119,4.84931006,4.683308635,15.19465965
23092,Methylobacterium oxalidis,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,944322,rod-shaped,1.8,1.8,1.3,1.3,1.814007958,1.814007958,1.814007958,1.814007958,7.351326809
7191,Methylobacterium persicinum,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,374426,ovoid-shaped,3.3,3.3,1.25,1.25,2.699806187,2.699806187,2.699806187,2.699806187,4.908738521
7192,Methylobacterium phyllosphaerae,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,418223,rod-shaped,2.25,2.25,0.64,0.64,0.655193809,0.655193809,0.655193809,0.655193809,4.523893421
166308,Methylobacterium planium,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,409,rod-shaped,2,3.6,1,1.7,1.308996939,6.8850621,4.097029519,3.00208681,10.99108538
134290,Methylobacterium platani,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,427683,rod-shaped,4.25,4.25,1.45,1.45,6.219895305,6.219895305,6.219895305,6.219895305,19.36006473
164450,Methylobacterium segetis,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,2488750,rod-shaped,2.3,3.7,1.2,1.4,2.148849375,4.977329961,3.563089668,3.270402479,11.87871038
166375,Methylobacterium symbioticum,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,2584084,rod-shaped,1.2,1.6,0.8,1,0.469144503,0.994837674,0.731991088,0.683171008,3.893547529
7187,Methylobacterium tardum,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,374432,rod-shaped,3.55,3.55,1.7,1.7,6.771572065,6.771572065,6.771572065,6.771572065,18.95951166
24173,Methylobacterium tarhaniae,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1187852,rod-shaped,4.1,4.1,1.3,1.3,4.866850619,4.866850619,4.866850619,4.866850619,16.74468884
133947,Methylobacterium thuringiense,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1003092,rod-shaped,3.75,3.75,0.8,0.8,1.750914306,1.750914306,1.750914306,1.750914306,9.424777961
133946,Methylobacterium trifolii,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2.9,2.9,0.85,0.85,1.484827953,1.484827953,1.484827953,1.484827953,7.744025891
7178,Methylobacterium variabile,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,298794,rod-shaped,4,4,1.25,1.25,4.397411592,4.397411592,4.397411592,4.397411592,15.70796327
1656,Methylocapsa acidiphila,Methylocapsa,Beijerinckiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,395964,coccus-shaped,0.8,1.2,0.7,1,0.20525072,0.628318531,0.416784625,0.359113952,2.199114858
