BacDive ID,Species,Genus,Family,Order,Class,Phylum,Domain,NCBI taxonomy ID,Cell shape,LengthMin,LengthMax,WidthMin,WidthMax,VolumeMin,VolumeMax,SurfaceArea,AvgVolume,GeoMeanVolume
158750,Lonsdalea iberica,Lonsdalea,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.5,2.0,0.7,0.9,0.4874704600820162,1.0814932709982865,4.318975841337722,0.7844818655401513,0.7260826553424475
23013,Lonsdalea populi,Lonsdalea,Pectobacteriaceae,"Enterobacteriales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,1172565.0,rod-shaped,1.5,1.5,0.5,0.5,0.2617993877991494,0.2617993877991494,2.356194490192345,0.2617993877991494,0.2617993877991494
166204,Lujinxingia litoralis,Lujinxingia,Bradymonadaceae,Bradymonadales,Deltaproteobacteria,Proteobacteria,Bacteria,2211119.0,rod-shaped,2.2,5.1,0.3,0.5,0.14844025288211773,0.9686577348568528,4.075603538990684,0.5585489938694853,0.37919361692725073
159925,Lujinxingia sediminis,Lujinxingia,Bradymonadaceae,Bradymonadales,Deltaproteobacteria,Proteobacteria,Bacteria,2480984.0,rod-shaped,1.8,3.2,0.4,0.5,0.20943951023931953,0.595593607243065,3.3719110708995483,0.40251655874119224,0.35318668350131377
133254,Lunatimonas salinarum,Lunatimonas,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1774590.0,crescent-shaped,2.0,3.0,0.3,0.5,0.09424777960769377,0.39269908169872414,0.47123889803846897,0.24347343065320895,0.1923824745242796
133459,Lutaonella thermophila,Lutaonella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,488549.0,rod-shaped,1.5,1.5,0.45,0.45,0.21470822291877745,0.21470822291877745,2.1205750411731104,0.21470822291877745,0.21470822291877745
134069,Luteibaculum oceani,Luteibaculum,Cryomorphaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1294296.0,rod-shaped,1.6,1.6,0.4,0.4,0.18430676901060122,0.18430676901060122,2.0106192982974678,0.18430676901060122,0.18430676901060122
17887,Luteimicrobium subarcticum,Luteimicrobium,Promicromonosporaceae,Actinomycetales,Actinobacteria,Actinobacteria,Bacteria,620910.0,rod-shaped,2.0,2.0,0.6,0.6,0.5089380098815465,0.5089380098815465,3.7699111843077517,0.5089380098815465,0.5089380098815465
17469,Luteimonas aquatica,Luteimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,450364.0,rod-shaped,0.8,1.0,0.5,0.5,0.12435470920459597,0.16362461737446837,1.4049629462081452,0.14398966328953217,0.14264463436216343
166305,Luteimonas cellulosilyticus,Luteimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1873125.0,rod-shaped,1.4,1.6,0.8,1.0,0.5696754678509491,0.9948376736367678,4.205511988658708,0.7822565707438585,0.7528177848355972
17467,Luteimonas composti,Luteimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,398257.0,rod-shaped,1.0,1.5,0.5,0.5,0.16362461737446837,0.2617993877991494,1.9238247452427961,0.2127120025868089,0.2069705888707521
24674,Luteimonas cucumeris,Luteimonas,Lysobacteraceae,"Lysobacteraceae, not assigned to order",Gammaproteobacteria,Proteobacteria,Bacteria,985012.0,rod-shaped,2.5,2.5,0.55,0.55,0.5504004879242368,0.5504004879242368,4.319689898685966,0.5504004879242368,0.5504004879242368
24675,Luteimonas huabeiensis,Luteimonas,Lysobacteraceae,"Lysobacteraceae, not assigned to order",Gammaproteobacteria,Proteobacteria,Bacteria,1442599.0,rod-shaped,1.225,1.225,0.41,0.41,0.14368767769570584,0.14368767769570584,1.5778649102654736,0.14368767769570584,0.14368767769570584
17470,Luteimonas marina,Luteimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,488485.0,rod-shaped,1.4,2.0,0.5,0.6,0.2421644337142132,0.5089380098815465,2.8793172275584813,0.3755512217978798,0.3510650722567019
140925,Luteimonas notoginsengisoli,Luteimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,0.9,1.9,0.3,0.4,0.056548667764616284,0.22200588085367873,1.42311026385995,0.1392772743091475,0.11204524442467724
133046,Luteimonas padinae,Luteimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1714359.0,rod-shaped,0.6,1.0,0.1,0.3,0.00445058959258554,0.06361725123519331,0.42148888386244354,0.034033920413889425,0.01682659431543564
140926,Luteimonas pelagia,Luteimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2.0,10.0,0.5,0.6,0.35997415822383044,2.770884720466198,7.6952989809711845,1.565429439345014,0.9987226315574776
158652,Luteimonas rhizosphaerae,Luteimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.7,2.8,0.8,1.0,0.7204719152232592,1.9373154697137056,6.1305345247660314,1.3288936924684824,1.1814319222267027
140846,Luteimonas terrae,Luteimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1530191.0,rod-shaped,1.1,1.7,0.4,0.5,0.12147491593880536,0.3010692959690218,1.9212579332321365,0.2112721059539136,0.19123903215502905
17473,Luteimonas terricola,Luteimonas,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,645597.0,rod-shaped,1.8,2.2,0.6,0.8,0.45238934211693027,0.9717993275104428,4.331298194028051,0.7120943348136866,0.6630472520432646
130771,Luteimonas vadosa,Luteimonas,Lysobacteraceae,"Lysobacteraceae, not assigned to order",Gammaproteobacteria,Proteobacteria,Bacteria,1165507.0,rod-shaped,2.35,2.35,0.45,0.45,0.34989488179356326,0.34989488179356326,3.3222342311712065,0.34989488179356326,0.34989488179356326
166355,Luteimonas weifangensis,Luteimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2303539.0,rod-shaped,1.9,2.0,0.3,0.4,0.12723450247038662,0.23457225146803792,2.1214475263123402,0.18090337696921227,0.1727590336535089
133519,Luteipulveratus mongoliensis,Luteipulveratus,Dermacoccaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,571913.0,coccus-shaped,1.2,1.2,0.5,0.5,0.15707963267948963,0.15707963267948963,0.7853981633974483,0.15707963267948963,0.15707963267948963
140275,Luteitalea pratensis,Luteitalea,Vicinamibacteraceae,Vicinamibacterales,Vicinamibacteria,Acidobacteria,Bacteria,1855912.0,rod-shaped,0.9,1.4,0.6,0.75,0.19792033717615695,0.5080544369477243,2.3656004936205237,0.35298738706194066,0.3171029887347897
133874,Luteivirga sdotyamensis,Luteivirga,"Cytophagales, not assigned to family",Cytophagales,Cytophagia,Bacteroidetes,Bacteria,1182408.0,rod-shaped,5.5,5.5,0.5,0.5,1.0471975511965976,1.0471975511965976,8.63937979737193,1.0471975511965976,1.0471975511965976
134330,Luteolibacter algae,Luteolibacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,454151.0,rod-shaped,1.25,1.25,0.6,0.6,0.29688050576423547,0.29688050576423547,2.356194490192345,0.29688050576423547,0.29688050576423547
133373,Luteolibacter flavescens,Luteolibacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,1859460.0,rod-shaped,0.9,1.5,0.5,0.7,0.1439896632895322,0.4874704600820162,2.159487920668861,0.3157300616857742,0.26493528910057046
140773,Luteolibacter gellanilyticus,Luteolibacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,,rod-shaped,0.9,1.5,0.2,0.5,0.02617993877991494,0.2617993877991494,1.1542948471456775,0.14398966328953217,0.08278823554830084
134331,Luteolibacter pohnpeiensis,Luteolibacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,454153.0,rod-shaped,1.75,1.75,0.65,0.65,0.508807110187647,0.508807110187647,3.5735616434583894,0.508807110187647,0.508807110187647
133924,Luteolibacter yonseiensis,Luteolibacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,1144680.0,rod-shaped,1.35,1.35,0.65,0.65,0.37607482057347813,0.37607482057347813,2.756747553525044,0.37607482057347813,0.37607482057347813
133694,Lutibacter aestuarii,Lutibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,861111.0,rod-shaped,1.0,4.0,0.2,0.4,0.02932153143350474,0.48589966375522137,1.7771531752633465,0.25761059759436306,0.11936214753567442
24048,Lutibacter agarilyticus,Lutibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1109740.0,rod-shaped,1.2,1.2,0.3,0.3,0.07775441817634737,0.07775441817634737,1.1309733552923256,0.07775441817634737,0.07775441817634737
24047,Lutibacter flavus,Lutibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,691689.0,rod-shaped,2.6,2.6,0.85,0.85,1.3145929009099537,1.3145929009099537,6.942919764433443,1.3145929009099537,1.3145929009099537
134184,Lutibacter litoralis,Lutibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,321268.0,rod-shaped,1.0,5.7,0.3,0.8,0.06361725123519331,2.731091213520727,3.6744549011642857,1.3973542323779602,0.41682672164435075
133362,Lutibacter litorisediminis,Lutibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1886597.0,rod-shaped,0.5,10.0,0.2,0.4,0.013613568165555772,1.2398819006167718,1.98691765315922,0.6267477343911638,0.12992003991411513
5721,Lutibacter maritimus,Lutibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,593133.0,rod-shaped,3.0,3.0,0.55,0.55,0.669191960138101,0.669191960138101,5.1836278784231595,0.669191960138101,0.669191960138101
132984,Lutibacter profundi,Lutibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1622118.0,rod-shaped,2.0,6.0,0.5,0.5,0.35997415822383044,1.1453723216212788,5.441398092702653,0.7526732399225546,0.6421093655511452
13878,Lutibaculum baratangense,Lutibaculum,Rhodobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,631454.0,ovoid-shaped,1.75,1.75,1.0,1.0,0.916297857297023,0.916297857297023,3.141592653589793,0.916297857297023,0.916297857297023
166436,Lutibaculum pontilimi,Lutibaculum,Tepidamorphaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,1964212.0,rod-shaped,1.6,2.4,0.8,1.0,0.6702064327658227,1.6231562043547263,5.506307721163657,1.1466813185602744,1.0430003497325846
140510,Lutimaribacter marinistellae,Lutimaribacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,1820329.0,rod-shaped,2.2,2.5,0.5,0.8,0.3992440663937029,1.1225957748827529,4.659734936924695,0.7609199206382279,0.6694697170750744
130637,Lutimaribacter pacificus,Lutimaribacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,391948.0,rod-shaped,1.1,1.1,0.65,0.65,0.2931171395646227,0.2931171395646227,2.2462387473167023,0.2931171395646227,0.2931171395646227
24514,Lutimaribacter saemankumensis,Lutimaribacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,490829.0,rod-shaped,5.5,5.5,0.6,0.6,1.4985396957623316,1.4985396957623316,10.367255756846317,1.4985396957623316,1.4985396957623316
132172,Lutimonas saemankumensis,Lutimonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,483016.0,ovoid-shaped,0.5,7.0,0.3,0.5,0.023561944901923444,0.916297857297023,0.47123889803846897,0.4699299010994732,0.14693454198173744
134257,Lutimonas vermicola,Lutimonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,414288.0,rod-shaped,2.0,2.0,0.85,0.85,0.9741227970771601,0.9741227970771601,5.340707511102648,0.9741227970771601,0.9741227970771601
2870,Lutispora thermophila,Lutispora,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,1122184.0,rod-shaped,6.75,6.75,0.7,0.7,2.507907235421952,2.507907235421952,14.844025288211773,2.507907235421952,2.507907235421952
133312,Lysinibacillus alkalisoli,Lysinibacillus,Bacillaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1911548.0,rod-shaped,1.3,2.6,0.6,1.0,0.31101767270538955,1.780235837034216,4.473875023445471,1.0456267548698028,0.7440999979176945
1538,Lysinibacillus boronitolerans,Lysinibacillus,Caryophanaceae,Bacillales,Bacilli,Firmicutes,Bacteria,309788.0,rod-shaped,3.0,5.0,0.8,1.5,1.3739231871699364,7.9521564043991635,13.328648814475098,4.66303979578455,3.3053974151387484
166376,Lysinibacillus cavernae,Lysinibacillus,Caryophanaceae,Caryophanales,Bacilli,Firmicutes,Bacteria,1869345.0,rod-shaped,2.0,3.0,1.0,1.1,1.308996938995747,2.5025403479720696,8.070897660557328,1.9057686434839083,1.809922002520769
1542,Lysinibacillus macroides,Lysinibacillus,Caryophanaceae,Bacillales,Bacilli,Firmicutes,Bacteria,33935.0,rod-shaped,3.0,5.0,0.9,1.1,1.7176657833502196,4.403203903393894,12.106346490835993,3.060434843372057,2.750133211677903
1537,Lysinibacillus odysseyi,Lysinibacillus,Caryophanaceae,Bacillales,Bacilli,Firmicutes,Bacteria,1220589.0,rod-shaped,4.0,5.0,1.0,1.0,2.8797932657906435,3.6651914291880923,14.049629462081452,3.2724923474893677,3.248844963307645
1539,Lysinibacillus parviboronicapiens,Lysinibacillus,Caryophanaceae,Bacillales,Bacilli,Firmicutes,Bacteria,436516.0,rod-shaped,3.5,3.5,0.75,0.75,1.4358060174609601,1.4358060174609601,8.246680715673207,1.4358060174609601,1.4358060174609601
1540,Lysinibacillus xylanilyticus,Lysinibacillus,Caryophanaceae,Bacillales,Bacilli,Firmicutes,Bacteria,582475.0,rod-shaped,4.0,4.0,0.9,0.9,2.3538382957021526,2.3538382957021526,11.309733552923255,2.3538382957021526,2.3538382957021526
141007,Lysinimicrobium sediminis,Lysinimicrobium,Demequinaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,,rod-shaped,0.8,1.5,0.3,0.4,0.04948008429403924,0.17174039839624206,1.1921505918955322,0.11061024134514065,0.09218312963518834
133868,Lysinimonas soli,Lysinimonas,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,1074233.0,rod-shaped,2.1,2.1,0.45,0.45,0.3101340997715675,0.3101340997715675,2.9688050576423546,0.3101340997715675,0.3101340997715675
140892,Lysobacter aestuarii,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.0,1.0,0.4,0.6,0.10890854532444617,0.22619467105846514,1.539059796194237,0.16755160819145565,0.156953918667611
23344,Lysobacter arseniciresistens,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,913325.0,rod-shaped,1.9,1.9,0.4,0.4,0.22200588085367873,0.22200588085367873,2.3876104167282426,0.22200588085367873,0.22200588085367873
17493,Lysobacter capsici,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,435897.0,rod-shaped,11.0,11.0,0.4,0.4,1.3655456067603635,1.3655456067603635,13.82300767579509,1.3655456067603635,1.3655456067603635
17483,Lysobacter concretionis,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,262325.0,rod-shaped,7.25,7.25,0.85,0.85,3.953236205614106,3.953236205614106,19.3600647277471,3.953236205614106,3.953236205614106
17484,Lysobacter daejeonensis,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,346181.0,rod-shaped,3.0,4.0,0.4,0.6,0.36023595761162963,1.0744246875277093,5.33145952579004,0.7173303225696694,0.6221305379043214
17486,Lysobacter dokdonensis,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1300345.0,rod-shaped,3.0,3.0,0.6,0.6,0.7916813487046278,0.7916813487046278,5.654866776461628,0.7916813487046278,0.7916813487046278
133170,Lysobacter erysipheiresistens,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1749332.0,rod-shaped,1.0,2.0,0.2,0.5,0.02932153143350474,0.35997415822383044,1.4049629462081452,0.1946478448286676,0.10273749848818324
132648,Lysobacter firmicutimachus,Lysobacter,Lysobacteraceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1792846.0,rod-shaped,2.0,4.0,0.9,0.9,1.0814932709982865,2.3538382957021526,7.997189288685059,1.7176657833502196,1.5955125439243507
141138,Lysobacter hankyongensis,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.0,1.5,0.3,0.4,0.06361725123519331,0.17174039839624206,1.33286488144751,0.11767882481571768,0.10452584403871572
133401,Lysobacter humi,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1720254.0,rod-shaped,1.3,1.5,0.7,1.0,0.4105014400690663,0.9162978572970228,3.670423682286144,0.6633996486830446,0.6133038316793951
17491,Lysobacter koreensis,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,266122.0,rod-shaped,1.5,2.0,0.5,0.8,0.2617993877991494,0.8712683625955694,3.441442325727286,0.5665338751973594,0.4775955652393428
17487,Lysobacter niabensis,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,380628.0,ovoid-shaped,3.5,3.5,0.5,0.5,0.4581489286485115,0.4581489286485115,0.7853981633974483,0.4581489286485115,0.4581489286485115
17489,Lysobacter niastensis,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,380629.0,rod-shaped,3.0,3.0,0.55,0.55,0.669191960138101,0.669191960138101,5.1836278784231595,0.669191960138101,0.669191960138101
166108,Lysobacter oculi,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2698682.0,rod-shaped,2.7,2.7,1.3,1.3,3.008598564587825,3.008598564587825,11.026990214100175,3.008598564587825,3.008598564587825
158751,Lysobacter olei,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.2,1.5,0.4,0.6,0.13404128655316452,0.3675663404700058,2.0648653954363714,0.25080381351158515,0.22196636044733914
17495,Lysobacter oryzae,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,498057.0,rod-shaped,1.9,1.9,0.4,0.4,0.22200588085367873,0.22200588085367873,2.3876104167282426,0.22200588085367873,0.22200588085367873
166459,Lysobacter psychrotolerans,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1327343.0,rod-shaped,1.1,2.3,0.3,0.5,0.07068583470577035,0.41887902047863906,1.9353332710965858,0.2447824275922047,0.1720721162863643
133227,Lysobacter rhizophilus,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1781165.0,rod-shaped,6.1,7.5,1.0,1.3,4.529129408925285,9.379748466067925,24.227973950679193,6.9544389374966045,6.517828981032723
17500,Lysobacter ruishenii,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,686800.0,rod-shaped,1.15,1.15,0.55,0.55,0.22966351294680384,0.22966351294680384,1.9870573533955442,0.22966351294680384,0.22966351294680384
141139,Lysobacter sediminicola,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.5,3.0,0.4,0.6,0.17174039839624206,0.7916813487046278,3.264838855621592,0.48171087355043496,0.36873251854075334
164449,Lysobacter segetis,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2492394.0,rod-shaped,1.7,3.6,0.4,0.6,0.19687313962496036,0.9613273519984767,3.8074236623102564,0.5791002458117186,0.4350396924365517
157768,Lysobacter silvestris,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,1645665.0,rod-shaped,1.1,1.7,0.4,0.5,0.12147491593880536,0.3010692959690218,1.9212579332321365,0.2112721059539136,0.19123903215502905
140463,Lysobacter solanacearum,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,1929097.0,rod-shaped,1.6,2.6,0.6,0.8,0.3958406743523139,1.1728612573401895,4.439327208946783,0.7843509658462517,0.6813708175635668
17498,Lysobacter soli,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,453783.0,rod-shaped,0.6,0.9,0.2,0.5,0.016755160819145565,0.1439896632895322,0.7300401616752501,0.08037241205433888,0.04911791897781025
17492,Lysobacter spongiicola,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,435289.0,rod-shaped,1.4,1.4,0.55,0.55,0.28905924905373587,0.28905924905373587,2.419026343264141,0.28905924905373587,0.28905924905373587
166520,Lysobacter tabacisoli,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2315424.0,rod-shaped,1.4,1.8,0.3,0.4,0.09189158511750144,0.20943951023931953,1.7275903365350886,0.15066554767841048,0.13872897527958694
140893,Lysobacter terricola,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.5,2.0,0.4,0.5,0.17174039839624206,0.35997415822383044,2.433467205584167,0.26585727831003625,0.24864051428862619
164448,Lysobacter terrigena,Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,2488749.0,rod-shaped,1.2,1.7,0.4,0.6,0.13404128655316452,0.4241150082346221,2.1982170763537776,0.2790781473938933,0.23843011837910644
17496,Lysobacter ximonensis,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,481520.0,rod-shaped,2.0,2.0,0.5,0.5,0.35997415822383044,0.35997415822383044,3.141592653589793,0.35997415822383044,0.35997415822383044
17485,Lysobacter yangpyeongensis,Lysobacter,Lysobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria,346182.0,rod-shaped,3.0,4.0,0.4,0.6,0.36023595761162963,1.0744246875277093,5.33145952579004,0.7173303225696694,0.6221305379043214
12524,Macellibacteroides fermentans,Macellibacteroides,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,879969.0,rod-shaped,2.5,2.5,0.75,0.75,0.9940195505498954,0.9940195505498954,5.890486225480862,0.9940195505498954,0.9940195505498954
133789,Magnetospira thiophila,Magnetospira,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,549691.0,spiral-shaped,2.75,2.75,0.35,0.35,0.25335635754262686,0.25335635754262686,3.023782929080176,0.25335635754262686,0.25335635754262686
132529,Magnetospirillum caucaseum,Magnetospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,1244869.0,spiral-shaped,1.2,3.0,0.3,0.3,0.07775441817634737,0.20498892064673405,1.7882258878432982,0.14137166941154072,0.1262489376489333
166531,Magnetospirillum kuznetsovii,Magnetospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,2053833.0,helical-shaped,1.76,3.64,0.42,0.58,0.224441662357762,0.9106367073352541,3.9246012731893956,0.5675391848465081,0.4520893898316164
132530,Magnetospirillum marisnigri,Magnetospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,1285242.0,spiral-shaped,2.5,4.0,0.3,0.4,0.16964600329384885,0.48589966375522137,3.441442325727286,0.3277728335245351,0.2871078820894653
132531,Magnetospirillum moscoviense,Magnetospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,1437059.0,spiral-shaped,2.0,4.0,0.3,0.3,0.13430308594096366,0.2756747553525044,2.66572976289502,0.20498892064673402,0.19241613851198017
23250,Magnetovibrio blakemorei,Magnetovibrio,Thalassospiraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,28181.0,spiral-shaped,2.0,2.0,0.3,0.3,0.13430308594096366,0.13430308594096366,1.8849555921538759,0.13430308594096366,0.13430308594096366
17993,Mahella australiensis,Mahella,"Clostridia, not assigned to family",Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,697281.0,rod-shaped,11.5,11.5,0.5,0.5,2.2252947962927703,2.2252947962927703,18.06415775814131,2.2252947962927703,2.2252947962927703
141072,Maliponia aquimaris,Maliponia,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,1.0,1.5,0.7,1.0,0.29504791004964137,0.9162978572970228,3.2191745248034978,0.605672883673332,0.5199536207955966
13854,Mameliella alba,Mameliella,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria,561184.0,rod-shaped,2.6,2.6,0.8,0.8,1.1728612573401895,1.1728612573401895,6.53451271946677,1.1728612573401895,1.1728612573401895
5243,Mangrovibacter plantisponsor,Mangrovibacter,Enterobacteriaceae,"Enterobacteriales, not validated",Gammaproteobacteria,Proteobacteria,Bacteria,451513.0,rod-shaped,2.6,2.6,1.0,1.0,1.780235837034216,1.780235837034216,8.168140899333462,1.780235837034216,1.780235837034216
159731,Mangrovicella endophytica,Mangrovicella,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria,2066697.0,rod-shaped,1.2,2.2,1.1,1.4,0.791943148092427,2.668259360448931,6.3344979006286595,1.730101254270679,1.4536539195561688
17815,Mangroviflexus xiamenensis,Mangroviflexus,Marinilabiliaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,995053.0,rod-shaped,6.25,6.25,0.25,0.25,0.3027055421427665,0.3027055421427665,4.908738521234052,0.3027055421427665,0.3027055421427665
133912,Mangrovimonas yunxiaonensis,Mangrovimonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria,1197477.0,rod-shaped,1.7,1.7,0.4,0.4,0.19687313962496036,0.19687313962496036,2.136283004441059,0.19687313962496036,0.19687313962496036
158538,Mangrovitalea sediminis,Mangrovitalea,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,,rod-shaped,2.6,4.3,0.6,0.8,0.6785840131753953,2.027374459116613,7.277653815482426,1.3529792361460042,1.1729210956738085
166412,Mannheimia ovis,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria,2679994.0,pleomorphic-shaped,0.2,1.5,0.2,0.3,0.004188790204786391,0.09896016858807848,0.4214888838624436,0.051574479396432435,0.02035984736793852
